sec	display	text
3953.440	1:05:53.44	The parent decides, oh, you know, little
3954.960	1:05:54.96	Tommy should learn math. I'll buy him
3956.799	1:05:56.80	Math Blaster or, you know, I want uh
3959.760	1:05:59.76	Susie to learn how to read. I'll buy
3961.119	1:06:01.12	this. Then you get into from about the
3964.079	1:06:04.08	10 or 12 to 16, it's kind of what we
3967.760	1:06:07.76	call Nintendo Gulch. Okay. This is the
3970.559	1:06:10.56	cart machine territory. this is where
3972.160	1:06:12.16	the kids are buying Nintendo, Sega,
3974.480	1:06:14.48	Sony, all that stuff. They're driving
3976.799	1:06:16.80	the purchase decision. You know, they
3978.559	1:06:18.56	want, you know, Hacken Slash 3 and
3980.799	1:06:20.80	they're the ones that'll actually spend
3981.920	1:06:21.92	their money on Hacken Slash 3 in that
3983.599	1:06:23.60	area. And then you have kind of the
3985.920	1:06:25.92	adult hardcore gamer market. But across
3989.119	1:06:29.12	that whole thing in kind of a broad thin
3990.799	1:06:30.80	veneer is the PC gaming market, which we
3993.599	1:06:33.60	actually have, you know, a lot of 8 10
3995.599	1:06:35.60	year olds playing Sim City. you know,
3997.599	1:06:37.60	either their parent bought it for them
3998.960	1:06:38.96	or they wanted to buy it or they got it
4001.119	1:06:41.12	from their friend or whatever. But, you
4002.559	1:06:42.56	know, we also have the 15-year-olds who
4004.079	1:06:44.08	aren't into the hacken slash that are
4005.520	1:06:45.52	buying it and playing it.
4006.720	1:06:46.72	Yeah. I guess I guess what I'm getting
4008.000	1:06:48.00	at is what do you know about those that
4011.520	1:06:51.52	rather you have a rather unusual or
4013.680	1:06:53.68	different game?
4015.200	1:06:55.20	Yeah. Sim City, what do you know about
4017.119	1:06:57.12	them besides their age and their sex?
4021.119	1:07:01.12	Oh, you mean how much information have
4022.480	1:07:02.48	we collected on them?
4023.440	1:07:03.44	Yeah. And what what really what
4024.640	1:07:04.64	distinguishes the person who gets this
4026.000	1:07:06.00	and uses it from another 65year-old or
4028.240	1:07:08.24	30-year-old who isn't?
4029.520	1:07:09.52	Oh, I see what you're saying. Well, um,
4034.000	1:07:14.00	right now the computer game market is
4036.480	1:07:16.48	still what I would call kind of the
4037.680	1:07:17.68	hobbyist market. So, these are people
4039.280	1:07:19.28	that, you know, in some sense have some
4040.799	1:07:20.80	time on their hands, are willing to
4042.000	1:07:22.00	devote it to a hobby, and they've
4043.520	1:07:23.52	decided that hobby is computers. Um,
4046.640	1:07:26.64	that's kind of what how our the PC
4048.319	1:07:28.32	gaming industry has grown, which is a
4050.079	1:07:30.08	very different model than from the
4051.599	1:07:31.60	Nintendo industry. Nintendo industry has
4053.039	1:07:33.04	gone in and decimated the model building
4055.680	1:07:35.68	hobby toy industry is what it's done. Uh
4059.520	1:07:39.52	but the people who buy this you we've
4061.280	1:07:41.28	actually done a lot of things where we
4062.400	1:07:42.40	ask them you know what kind of game what
4063.680	1:07:43.68	other games do you have and we look at
4065.119	1:07:45.12	the intersections between our games and
4066.480	1:07:46.48	the other games and we haven't you know
4069.760	1:07:49.76	come to any really firm conclusions
4071.280	1:07:51.28	actually if anything our games have a
4073.760	1:07:53.76	much broader I think demographic than
4075.520	1:07:55.52	most games. We tend to have a lot of
4077.280	1:07:57.28	players who only play two or three games
4079.520	1:07:59.52	and this is one of them or these kind of
4081.760	1:08:01.76	games are the only games that appeal to
4083.039	1:08:03.04	them and it's just the fact that there
4084.559	1:08:04.56	aren't more of them out there that keeps
4085.839	1:08:05.84	them from becoming a hardcore gamer. So,
4088.559	1:08:08.56	uh, and we get a lot of kids like that,
4091.119	1:08:11.12	too, who, you know, maybe don't play
4092.240	1:08:12.24	that many PC games, but they'll play Sim
4094.240	1:08:14.24	Ant because they think it's cool because
4095.839	1:08:15.84	their parents gave it to them, maybe. I
4097.279	1:08:17.28	don't know.
4098.799	1:08:18.80	Yeah.
4099.600	1:08:19.60	Uh, what projects are you working on
4101.040	1:08:21.04	now? And, uh, if you don't if you'd
4102.480	1:08:22.48	rather not talk about that, uh, what
4104.319	1:08:24.32	projects or models uh, had you
4106.000	1:08:26.00	considered before that were kind of
4107.359	1:08:27.36	interesting, but you didn't do?
4108.960	1:08:28.96	You mean like system what systems have I
4110.719	1:08:30.72	considered modeling?
4111.839	1:08:31.84	Right.
4112.640	1:08:32.64	Oh, god. and also what systems are you
4115.600	1:08:35.60	currently working on if you if you could
4117.279	1:08:37.28	talk about them.
4118.239	1:08:38.24	Okay. Well, one thing we're working on
4120.319	1:08:40.32	is a uh we've been kind of interested in
4123.359	1:08:43.36	our company for a long time about the
4125.040	1:08:45.04	idea of data portability. Um really let
4128.880	1:08:48.88	me back up just a little bit here and
4130.000	1:08:50.00	this might be a little bit more of an
4131.199	1:08:51.20	answer than you were looking for, but uh
4133.839	1:08:53.84	most of the game industry right now is
4135.440	1:08:55.44	built on kind of the movie model. So you
4137.279	1:08:57.28	spend a lot of money developing one big
4138.640	1:08:58.64	title. You come out with it. You
4139.920	1:08:59.92	advertise it. It either, you know, goes
4141.520	1:09:01.52	or it dies. And then you do the next one
4143.679	1:09:03.68	separate. Except, you know, for sequels.
4145.759	1:09:05.76	There's the one consistent genre that
4147.759	1:09:07.76	does better than any other genre in the
4149.199	1:09:09.20	game industry is sequels. Um,
4152.480	1:09:12.48	now what we've tried to do and we're
4154.799	1:09:14.80	kind of working on slowly over time is
4157.120	1:09:17.12	to build our games more as a hobby model
4160.960	1:09:20.96	where people buy and collect things, but
4163.759	1:09:23.76	they relate to the last things they
4164.960	1:09:24.96	collected. You know, it's like a train
4166.000	1:09:26.00	set. you build this train set and
4167.759	1:09:27.76	people, some people get into the
4169.199	1:09:29.20	building the hills and the cliffs and
4170.400	1:09:30.40	the mountains and the trees really
4171.520	1:09:31.52	detailed. They could care less about the
4173.199	1:09:33.20	train. Other people get into the village
4174.880	1:09:34.88	or the track switching and the
4176.239	1:09:36.24	scheduling. Everybody can kind of come
4177.920	1:09:37.92	into that, take their particular slant
4180.159	1:09:40.16	on it, their interest, and focus in that
4181.920	1:09:41.92	area in great detail. Um, I'd like to
4184.080	1:09:44.08	see the game industry kind of evolve
4185.359	1:09:45.36	that way. And part of that is I want the
4187.279	1:09:47.28	games to actually be able to uh have
4189.040	1:09:49.04	persistent data that can move from one
4190.400	1:09:50.40	game to another or have a large data set
4192.400	1:09:52.40	that I can reuse in different ways. Um,
4195.120	1:09:55.12	let me show you something real quick
4196.400	1:09:56.40	here, which is kind of along those
4198.560	1:09:58.56	lines. Just this is just a kind of a
4200.400	1:10:00.40	little This is one of the things I'm
4201.600	1:10:01.60	working on, by the way, but it's uh
4205.040	1:10:05.04	it'll give you some sense of what I'm
4207.440	1:10:07.44	talking about. Um,
4210.880	1:10:10.88	this is a game I call Dollhouse.
4215.360	1:10:15.36	And if this looks familiar, it's because
4217.040	1:10:17.04	I've just loaded a Sim City file into
4218.719	1:10:18.72	here. Okay, so what we're seeing is a
4219.760	1:10:19.76	Sim City file. But now at this point, I
4221.679	1:10:21.68	can actually zoom down to the street
4223.199	1:10:23.20	level.
4224.159	1:10:24.16	this zoom in here. This little area
4226.239	1:10:26.24	right there by the street is what I'm
4227.600	1:10:27.60	zooming into. I can keep zooming in and
4230.000	1:10:30.00	now I can get a little person. This is
4231.520	1:10:31.52	me. I'm actually controlling this person
4233.199	1:10:33.20	with a puppet. I can wave and walk
4235.360	1:10:35.36	around and do things. Um
4239.040	1:10:39.04	I can actually walk anywhere in the city
4240.640	1:10:40.64	here. Uh we haven't don't have a full
4243.600	1:10:43.60	database in this, but I have a database
4245.679	1:10:45.68	for all the roads and the terrain. Um,
4248.880	1:10:48.88	it's very feasible for us to put a
4250.880	1:10:50.88	database in for every building in Sim
4252.320	1:10:52.32	City so that I could actually walk
4254.320	1:10:54.32	anywhere in the city I've created and uh
4256.239	1:10:56.24	into any building. And so the tools in
4259.440	1:10:59.44	this game are more architectural tools.
4262.719	1:11:02.72	So uh I can let's see real quickly. I'll
4264.719	1:11:04.72	build a foundation here. Oops. Yeah,
4267.920	1:11:07.92	there we go. Um this is a wall tool. I
4270.080	1:11:10.08	have different wall styles.
4272.239	1:11:12.24	So, what we're trying to do here is
4273.679	1:11:13.68	designing kind of like a little CAD
4275.280	1:11:15.28	program that a a 10-year-old could use,
4277.199	1:11:17.20	for instance. So, very simple tools,
4279.679	1:11:19.68	kind of like you would build a little
4280.880	1:11:20.88	dollhouse. Um,
4284.239	1:11:24.24	so I just made a really quick little
4287.120	1:11:27.12	quick and dirty architecture here. Um,
4289.600	1:11:29.60	we also have landscaping tools. So, part
4291.280	1:11:31.28	of this game is, you know, planning my
4292.880	1:11:32.88	yard. Um, we've played around with some
4295.440	1:11:35.44	L systems for generating the plants in
4297.840	1:11:37.84	real time, which a little too slow,
4299.920	1:11:39.92	actually.
4302.000	1:11:42.00	So, these are windows. Um, I can zoom
4304.239	1:11:44.24	into the house.
4307.280	1:11:47.28	So, this right now is not much of a
4309.280	1:11:49.28	defined game. Um, but this is almost
4311.440	1:11:51.44	more of what I would consider a hobby. I
4314.080	1:11:54.08	could take a city that I built in Sim
4315.520	1:11:55.52	City and now I can come live in it. I
4317.040	1:11:57.04	can actually, you know, stake a claim. I
4318.640	1:11:58.64	can uh build my house and I can decorate
4321.120	1:12:01.12	it and invite my friends over. We're
4322.960	1:12:02.96	looking at actually having like a little
4324.080	1:12:04.08	family model inside of here so that uh
4327.760	1:12:07.76	there'll be little personality models
4329.120	1:12:09.12	for these guys. there's behavior
4331.360	1:12:11.36	embedded in some of these objects. So
4333.760	1:12:13.76	the cool thing about this game is that
4336.239	1:12:16.24	almost the entire simulation is data
4337.760	1:12:17.76	driven at at a local level. Um so for
4340.960	1:12:20.96	instance I click on an object. Um
4346.000	1:12:26.00	now what's interesting here is that uh
4349.440	1:12:29.44	that person in the person's data
4351.280	1:12:31.28	structure there's no knowledge of any
4352.960	1:12:32.96	objects in this environment whatsoever.
4355.440	1:12:35.44	The object itself contains the
4357.520	1:12:37.52	descriptions of how a person interacts
4359.040	1:12:39.04	with it and why, what the animation
4361.120	1:12:41.12	sequence would be and the scheduling. So
4364.400	1:12:44.40	the this is my person. This is my little
4366.159	1:12:46.16	avatar. I can also add uh pop in some
4368.880	1:12:48.88	simulated people that'll walk around and
4370.880	1:12:50.88	do things. Right now they they're kind
4372.640	1:12:52.64	of ghosts because they don't know about
4374.159	1:12:54.16	the walls, but uh they'll walk around,
4377.760	1:12:57.76	they'll have conversations, some of them
4378.960	1:12:58.96	will panhandle each other. Um
4382.080	1:13:02.08	but what's cool is that uh the behavior
4384.480	1:13:04.48	is entirely distributed in the
4386.640	1:13:06.64	environment. So a person's in a room,
4388.480	1:13:08.48	they have certain motivations, needs.
4389.760	1:13:09.76	They might be hungry, sleepy, lonely,
4391.360	1:13:11.36	angry. They scan the room for people and
4394.239	1:13:14.24	objects. And the objects are all kind of
4395.920	1:13:15.92	advertising, you know, if you're angry,
4397.520	1:13:17.52	pick up me and throw me. If you're
4399.199	1:13:19.20	hungry, eat me. You know, and
4402.880	1:13:22.88	there's the communication there is all
4404.159	1:13:24.16	data driven. And even the animation, so
4405.920	1:13:25.92	the animation of these people is done
4407.360	1:13:27.36	through this kind of component- driven
4408.640	1:13:28.64	geometry. So they don't have to know how
4410.640	1:13:30.64	to ride a bike or sit on the toilet. The
4412.560	1:13:32.56	object tells them how to when they come
4413.760	1:13:33.76	up and say, "Okay, you know, you're
4414.960	1:13:34.96	gonna make me less hungry. I'm going to
4416.719	1:13:36.72	interact with you. What do I do?" The
4418.000	1:13:38.00	object tells it what to do. The cool
4419.520	1:13:39.52	thing about this is that we can drop new
4420.719	1:13:40.72	objects in later. You know, maybe it's
4422.400	1:13:42.40	network based or maybe it's something
4424.159	1:13:44.16	else. We can even have tools where the
4425.920	1:13:45.92	users build these objects. Maybe one
4427.440	1:13:47.44	person is totally into designing
4428.480	1:13:48.48	furniture or designing exercise
4430.320	1:13:50.32	equipment. I don't know what exercise
4432.080	1:13:52.08	videos. But if we had a tool to where
4434.159	1:13:54.16	the user could build these things, they
4435.840	1:13:55.84	could then post them on the net and
4436.960	1:13:56.96	other people could download them and
4438.560	1:13:58.56	then the environment gets more rich. And
4440.400	1:14:00.40	so to me, this is what I want to move
4442.480	1:14:02.48	towards more of the hobbyist kind of a
4444.400	1:14:04.40	thing, distributed environment, um, with
4447.120	1:14:07.12	objects that can move from one game to
4448.719	1:14:08.72	another. So this might be, you know, one
4450.320	1:14:10.32	game I'm playing here. I can, this is
4451.920	1:14:11.92	actually a very similar data structure
4453.199	1:14:13.20	to Doom. I could be in here in a 3D
4455.840	1:14:15.84	point of view, you know, shooting the
4457.520	1:14:17.52	person on the toilet if I wanted to.
4459.040	1:14:19.04	maybe as a different game player in a
4460.320	1:14:20.32	different game, but still running off
4461.600	1:14:21.60	the same server. So, you know, in a way,
4463.840	1:14:23.84	you could think of this as a graphic mod
4465.120	1:14:25.12	or something like that. But, uh
4466.960	1:14:26.96	um what about from person to
4469.679	1:14:29.68	Yeah, go ahead.
4471.199	1:14:31.20	Finished.
4471.920	1:14:31.92	Person to person. You talking about like
4473.760	1:14:33.76	the information obtained that's
4475.760	1:14:35.76	contained within the objects, but
4478.800	1:14:38.80	it can be information I guess in a
4481.600	1:14:41.60	person, another person that you would
4483.040	1:14:43.04	want to interact with in the
4484.320	1:14:44.32	environment. Did you have you looked at
4486.480	1:14:46.48	any reasons why you would go want to do
4488.480	1:14:48.48	that or
4489.280	1:14:49.28	Oh yeah, that I mean that's that's the
4490.880	1:14:50.88	hard problem.
4492.080	1:14:52.08	I mean simulating ants is hard enough
4494.960	1:14:54.96	when you get to people there's really no
4496.960	1:14:56.96	hope but
4498.960	1:14:58.96	they use
4502.640	1:15:02.64	well yeah
4506.080	1:15:06.08	there are two issues here. You can look
4508.320	1:15:08.32	at this as a technology. It's not a
4510.640	1:15:10.64	product right now. Um and there are
4513.120	1:15:13.12	future directions this could go. I could
4514.719	1:15:14.72	see this becoming, let's say, a
4516.159	1:15:16.16	multiplayer
4517.679	1:15:17.68	network mud kind of a thing. You might
4520.000	1:15:20.00	have a thousand people playing Sim City
4521.520	1:15:21.52	from the bottom up. Each person building
4523.360	1:15:23.36	their own house in a big multi-user
4525.360	1:15:25.36	space. In which case, that issue is a
4528.000	1:15:28.00	little less important because most of
4529.440	1:15:29.44	the people are real people and you're
4530.800	1:15:30.80	dealing with puppets. As a standalone
4532.960	1:15:32.96	game, which is probably our our closer
4536.239	1:15:36.24	target, we have to deal with the problem
4537.600	1:15:37.60	you're bringing up, which is how do we
4539.040	1:15:39.04	deal with people to people? And it's
4541.199	1:15:41.20	hard. I mean, there's just I'm sure
4542.960	1:15:42.96	Terry can elaborate on that more than I
4545.600	1:15:45.60	can. But you know, the best thing we can
4547.520	1:15:47.52	do is prop up a convincing illusion. Uh
4550.560	1:15:50.56	we don't have to be doing a valid
4553.520	1:15:53.52	simulation of human personality. What we
4555.920	1:15:55.92	have to do is we have to put up
4558.080	1:15:58.08	something that's ambiguous enough to
4559.920	1:15:59.92	where somebody can read in what they
4561.440	1:16:01.44	want. Actually, in this thing, what I
4563.199	1:16:03.20	have right now are people come up and
4564.159	1:16:04.16	they converse, but you don't hear what
4565.199	1:16:05.20	they're saying. They just gesture and
4566.560	1:16:06.56	sometimes they look mad, sometimes they
4568.000	1:16:08.00	kind of look contemplative. Um it's kind
4570.719	1:16:10.72	of interesting. uh
4573.520	1:16:13.52	how much people will read into that.
4574.800	1:16:14.80	There's this kind of dynamic that we've
4575.920	1:16:15.92	seen again and again where something
4577.440	1:16:17.44	happens in Sim City and they said, "Oh,
4579.360	1:16:19.36	I was running my nuclear reactor near
4581.040	1:16:21.04	the red line and then there was so much
4583.040	1:16:23.04	smoke coming out of it. This plane
4584.159	1:16:24.16	crashed and because of that, this and
4585.440	1:16:25.44	that happened." And they'll describe
4586.719	1:16:26.72	this long causal chain of events that I
4589.120	1:16:29.12	know does not exist. You know, I
4591.360	1:16:31.36	designed the simulation. I know that
4592.480	1:16:32.48	there's no linkage between the power
4593.920	1:16:33.92	output of the power plant, the planes
4595.360	1:16:35.36	crashing, but they're convinced it
4596.800	1:16:36.80	exists.
4597.199	1:16:37.20	They're using it as a medium for telling
4598.640	1:16:38.64	stories, right? Making up the stories.
4601.199	1:16:41.20	the micros here.
4603.600	1:16:43.60	Yeah. They're using it as a medium to
4605.760	1:16:45.76	tell stories about where they're, you
4607.760	1:16:47.76	know,
4608.320	1:16:48.32	using it as a piece of paper to write.
4609.920	1:16:49.92	Yeah, that's exactly right. You know,
4611.280	1:16:51.28	this is there's a parallel simulation
4612.640	1:16:52.64	going on here in the game. Everybody's
4614.480	1:16:54.48	taking a linear path through this and
4616.640	1:16:56.64	they're basically most people will
4618.000	1:16:58.00	attempt to understand things like this
4619.440	1:16:59.44	with a story. You know, think about I
4621.199	1:17:01.20	did this then that happened because of
4622.960	1:17:02.96	that. And so the story becomes kind of
4624.880	1:17:04.88	their logical connection, their logical
4628.239	1:17:08.24	reverse engineering of the simulation
4630.080	1:17:10.08	that they're playing inside of. Um,
4633.760	1:17:13.76	now the uh on the people's side, I think
4636.320	1:17:16.32	we can do a lot in this as a product by
4638.159	1:17:18.16	propping up that illusion of people. You
4639.600	1:17:19.60	know, again, if this is a dollhouse, uh,
4642.080	1:17:22.08	we don't want the dolls to be sensient
4644.640	1:17:24.64	things. We want the dolls to be
4646.400	1:17:26.40	interesting enough to where I can play
4648.800	1:17:28.80	games with them. Um, there was actually
4650.800	1:17:30.80	a really interesting doll that this
4652.080	1:17:32.08	company came out with. It was Oh, it was
4653.360	1:17:33.36	a Worlds of Wonder. They had this really
4654.800	1:17:34.80	cool doll. I've got a couple of them
4656.000	1:17:36.00	after they went out of business. It's
4657.120	1:17:37.12	called the Julie doll, but it was like
4658.560	1:17:38.56	this $250 doll with voice recognition
4661.040	1:17:41.04	and it said all these things. It had
4662.640	1:17:42.64	just, you know, a huge amount of ROM
4664.400	1:17:44.40	with digitized speech in it. And so, you
4667.120	1:17:47.12	would sit there and try and have stupid
4668.640	1:17:48.64	conversations with you. And really, it
4670.080	1:17:50.08	was kind of Eliza, you know, where it
4671.920	1:17:51.92	had keywords it would recognize and give
4673.360	1:17:53.36	you these kind of uh non-committal
4675.199	1:17:55.20	responses. But in the testing of that,
4677.440	1:17:57.44	well, first of all, it was a $300 doll.
4678.960	1:17:58.96	Who's going to buy their kid a $300
4680.640	1:18:00.64	doll? So, it was really more It was
4682.480	1:18:02.48	actually the only doll I've ever seen
4683.520	1:18:03.52	that appealed to grown men. Grown men
4685.760	1:18:05.76	love this. I mean, this is a hacker's
4687.360	1:18:07.36	doll, but uh they put I talked to the
4690.080	1:18:10.08	guy who was working on this project and
4691.199	1:18:11.20	he said they put this in focus groups
4692.560	1:18:12.56	with girls and they'd play with it for a
4694.239	1:18:14.24	while and then after about a half an
4696.080	1:18:16.08	hour they take the batteries out and
4697.679	1:18:17.68	keep playing with it. And what was
4699.280	1:18:19.28	happening is that the girls were
4700.320	1:18:20.32	propping up this elaborate fantasy, you
4702.239	1:18:22.24	know, in their play. And the dolls were
4704.880	1:18:24.88	supposed to be a structure for that
4706.000	1:18:26.00	fantasy. They weren't supposed to be the
4707.440	1:18:27.44	fantasy. the doll was telling them what
4708.880	1:18:28.88	the fantasy was and it was conflicting
4710.320	1:18:30.32	with what the girls were saying and so
4712.080	1:18:32.08	it was interfering actively with their
4713.600	1:18:33.60	fantasy in their play. So in that
4716.000	1:18:36.00	regard, I think we can actually kind of
4717.440	1:18:37.44	take that path with these people and all
4720.480	1:18:40.48	we have to do is deal with them on a
4721.760	1:18:41.76	very local, you know, kind of a state
4723.199	1:18:43.20	machine, Bradenberg machine kind of
4725.440	1:18:45.44	level and say that they're angry and
4728.239	1:18:48.24	they're hungry and they're sleepy and
4730.000	1:18:50.00	then we can actually do some things
4731.360	1:18:51.36	where maybe they have a little uh what
4735.120	1:18:55.12	you might call structural ambiguity
4736.640	1:18:56.64	about what they're actually saying. You
4738.400	1:18:58.40	know, one of the thoughts I had about
4739.440	1:18:59.44	this project in particular is that you'd
4740.480	1:19:00.48	see the people go up and they talk and
4742.080	1:19:02.08	there would be some tenor, some kind of
4743.840	1:19:03.84	a a flavor to their conversation, but it
4746.800	1:19:06.80	would be more like peanuts. The when
4748.800	1:19:08.80	they did the PV the TV show of peanuts,
4750.719	1:19:10.72	you'd hear the adults talking and adults
4752.560	1:19:12.56	would always be
4754.560	1:19:14.56	or, you know, soft or loud. You could
4756.000	1:19:16.00	tell if they're mad or angry or what,
4757.679	1:19:17.68	but you wouldn't hear what they were
4758.560	1:19:18.56	saying. You'd have to read that into it.
4760.480	1:19:20.48	So, uh, I think this is the area where
4762.640	1:19:22.64	we sidestep the issue just because, you
4765.280	1:19:25.28	know, as a commercial company, we have
4766.880	1:19:26.88	to ship a game. We're not doing a
4768.400	1:19:28.40	research project. So, that's a
4770.640	1:19:30.64	long-winded answer. Sorry.
4773.040	1:19:33.04	Yeah.
4775.199	1:19:35.20	Um, if you do do that and you have um
4777.120	1:19:37.12	people can read into what people are
4778.560	1:19:38.56	actually doing in the game, um, more
4780.320	1:19:40.32	that sort of interfere with their
4781.520	1:19:41.52	expectations in the simulation, if the
4783.280	1:19:43.28	simulation doesn't actually um, meet
4785.920	1:19:45.92	those expectations, if they're reading
4787.600	1:19:47.60	too much into it and it's not really
4789.280	1:19:49.28	happening that way,
4790.640	1:19:50.64	won't they be sort of misled in their
4792.320	1:19:52.32	um,
4792.960	1:19:52.96	expectation? It really comes down what
4794.000	1:19:54.00	the simulation is. Um,
4797.760	1:19:57.76	it's uh that I think would be addressed
4800.719	1:20:00.72	on the game design side. Um,
4803.840	1:20:03.84	again, I mean, just in terms of reality,
4805.520	1:20:05.52	I don't think there's any way I'm going
4806.640	1:20:06.64	to come anywhere close to simulating a
4808.320	1:20:08.32	person. Um,
4810.880	1:20:10.88	with a lot of tricks, I could have these
4813.280	1:20:13.28	people walking through the day, getting
4816.159	1:20:16.16	up, uh, taking a bath or a shower,
4819.520	1:20:19.52	fixing breakfast, going to work, while
4821.679	1:20:21.68	at the same time deciding that I'm
4823.360	1:20:23.36	bored. I'm going to sit on the couch.
4824.480	1:20:24.48	I'm going to turn on the TV. And
4828.320	1:20:28.32	how you make that into a game design
4829.679	1:20:29.68	might have a lot to do with how valid
4831.679	1:20:31.68	the simulation of the people has to be.
4833.520	1:20:33.52	You know, if it's a story kind of a game
4835.280	1:20:35.28	where you want drama to unfold at the
4837.679	1:20:37.68	right time and the conversation between
4839.360	1:20:39.36	these two people is a crucial thing that
4841.199	1:20:41.20	happens before he gets really upset and
4843.280	1:20:43.28	does that then yes, the model would need
4845.679	1:20:45.68	to be a real simulation. I really don't
4847.760	1:20:47.76	think we're anywhere near that though. I
4849.440	1:20:49.44	mean, uh, really, I think, you know,
4851.760	1:20:51.76	unless you're in a very very tightly
4853.360	1:20:53.36	confined domain, uh, you're going to
4855.280	1:20:55.28	have a hard time dealing with this
4856.719	1:20:56.72	open-ended simulation about people in
4858.560	1:20:58.56	that way. So, uh, I I think really,
4861.520	1:21:01.52	unfortunately, we're not there yet, and
4863.120	1:21:03.12	I think it'll be quite a long time
4864.080	1:21:04.08	before we are. So, really, we have to
4866.640	1:21:06.64	constrain what the user is doing. You
4867.760	1:21:07.76	know, maybe it's just a dollhouse. Maybe
4868.960	1:21:08.96	all I do is I kind of, uh, I have to get
4871.040	1:21:11.04	two people to meet at a party, and
4872.560	1:21:12.56	everything else is kind of indeterminate
4873.920	1:21:13.92	about what they say and all that, and
4875.120	1:21:15.12	I'm moving furniture around. So there
4877.280	1:21:17.28	are a lot of game design things we can
4878.640	1:21:18.64	do with this without doing a personality
4880.719	1:21:20.72	model.
4881.760	1:21:21.76	So it's an AI game versus a multi-user
4884.320	1:21:24.32	game would be easier to design than an
4885.920	1:21:25.92	AI game.
4887.920	1:21:27.92	So you're you're saying a multi-user
4889.679	1:21:29.68	game would be easier to design than an
4891.280	1:21:31.28	AI game because you could I think so
4894.400	1:21:34.40	it's just the technology of
4895.920	1:21:35.92	communicating and time lags.
4897.679	1:21:37.68	This is how interest I mean you're
4898.960	1:21:38.96	always building models of the system
4900.159	1:21:40.16	you're playing with. It's easy to build
4901.600	1:21:41.60	a model of a stupid computer agent. It's
4904.480	1:21:44.48	hard to build a model of, you know, your
4906.960	1:21:46.96	head while I'm talking to you. That's
4908.400	1:21:48.40	what's interesting is trying to reverse
4909.760	1:21:49.76	engineer your thought process.
4914.080	1:21:54.08	Yeah. There's a lot of like commercial
4915.679	1:21:55.68	services, worlds away and habitat things
4918.159	1:21:58.16	that have been done that only have other
4920.719	1:22:00.72	people. Yeah.
4921.760	1:22:01.76	Robots or anything, and they're pretty
4923.040	1:22:03.04	successful just because of that.
4924.800	1:22:04.80	Yeah. People are pretty interesting.
4929.440	1:22:09.44	I had a question related to that which
4931.199	1:22:11.20	is the standard modes of game play are
4933.280	1:22:13.28	individual and then competitive. There's
4935.120	1:22:15.12	more than one person and it would seem
4936.239	1:22:16.24	that your games are the most likely of
4938.080	1:22:18.08	any to have a mode of multiplayer
4940.480	1:22:20.48	cooperative play where you're working.
4942.080	1:22:22.08	You mentioned five people playing Sim
4943.440	1:22:23.44	Earth and trying to work together to
4944.800	1:22:24.80	accomplish something. Does that happen
4946.480	1:22:26.48	very much or pretty much when people are
4948.639	1:22:28.64	playing with them it's one person?
4950.400	1:22:30.40	Uh well yeah actually it happens a lot.
4952.159	1:22:32.16	Um especially more with the kids than
4954.000	1:22:34.00	the adults. um the kids and not just our
4958.000	1:22:38.00	games but other games too. Uh one of the
4961.040	1:22:41.04	interesting things I've noticed with my
4962.320	1:22:42.32	daughter is that she almost never plays
4964.400	1:22:44.40	computer games or video games by herself
4966.639	1:22:46.64	but if a friend's over they'll both play
4968.480	1:22:48.48	them and usually it's one of the
4970.480	1:22:50.48	controls and the other one is the
4971.920	1:22:51.92	backseat driver. And it's the dialogue
4973.920	1:22:53.92	between the two that really makes the
4975.679	1:22:55.68	game interesting. So really for them the
4977.040	1:22:57.04	game is facilitating a social
4978.159	1:22:58.16	interaction. Um and the game itself is
4981.440	1:23:01.44	not interesting enough for them to
4982.560	1:23:02.56	really spend much time with it. But in
4983.840	1:23:03.84	terms of it facilitating a social
4985.120	1:23:05.12	interaction, that's when uh it really is
4988.560	1:23:08.56	valuable. And I think a lot of kids,
4990.080	1:23:10.08	that's a big attraction of this Nintendo
4992.639	1:23:12.64	Gulch thing is this peer group that's
4995.679	1:23:15.68	out there. And they may have Super Mario
4997.840	1:23:17.84	Brothers and I'm motivated to get better
5000.320	1:23:20.32	at it and find the hidden level. So I
5001.760	1:23:21.76	can tell Tommy and it's kind of like
5003.360	1:23:23.36	social currency that I'm passing around
5004.960	1:23:24.96	this knowledge I have about the system.
5006.560	1:23:26.56	And then Tommy comes over to my house
5008.000	1:23:28.00	and we play it together. So really in
5010.320	1:23:30.32	some sense, I think that's kind of cool.
5011.679	1:23:31.68	social interaction that these systems
5014.320	1:23:34.32	involve in our games. Um,
5017.520	1:23:37.52	it's it's much more e it's much easier
5019.280	1:23:39.28	for players to do that in our games
5020.400	1:23:40.40	because of the time scale involved. It's
5022.000	1:23:42.00	not like Doom where I can't stop and
5024.239	1:23:44.24	think and every second, you know, I'm
5025.679	1:23:45.68	moving. It's not like driving a car. Our
5027.600	1:23:47.60	games are more like, you know, sitting
5029.120	1:23:49.12	back and taking a leisurely stroll. So,
5031.120	1:23:51.12	I think the time scale probably has a
5032.480	1:23:52.48	lot to do with that.
5034.719	1:23:54.72	Yeah.
5038.080	1:23:58.08	What sort of looking back to where you
5040.400	1:24:00.40	were uh 10 or 15 years ago, what what
5043.280	1:24:03.28	have been some of the surprises and how
