start_sec	end_sec	text
4753.989	4758.100	situation you would think with something
4756.150	4760.080	as simple as that surely predictions
4758.100	4761.429	would be very easy yeah did that
4760.080	4763.739	actually spark your interest in
4761.429	4765.719	generative music yeah that was part of
4763.739	4769.380	it yes so that that tied in with the
4765.719	4772.350	Steve Reich experience and some of the
4769.380	4774.030	things Terry Riley had done there there
4772.350	4775.250	was there were various things going on
4774.030	4777.960	in music but they hadn't really
4775.250	4781.350	consolidated into an idea but I think
4777.960	4783.120	life was what really sort of clicked it
4781.350	4784.620	for me and do you feel like the the
4783.120	4785.909	visual example of life is having these
4784.620	4788.460	simple rules and leading to these
4785.909	4789.929	elaborate things do you think that's the
4788.460	4792.340	same rough kind of thing that you see
4789.929	4793.960	when you're doing with children of music
4792.340	4795.460	I mean they're kind of unpredictability
4793.960	4799.869	you see yeah
4795.460	4801.790	yes I mean the the great thrill is to to
4799.869	4803.260	put together something that is much more
4801.790	4806.409	beautiful than you could have imagined
4803.260	4809.170	you know you start out another working
4806.409	4811.449	base if they have a cup of tea things
4809.170	4813.849	together try some rules and suddenly
4811.449	4816.219	something beautiful comes in just like a
4813.849	4819.250	discovery yeah that's how it feels my
4816.219	4822.580	discovery that it feels like creation
4819.250	4824.590	yes exactly yeah destruction I got a
4822.580	4827.050	question here for you silly order of
4824.590	4828.940	Tommy tongs it's interesting that both
4827.050	4831.580	of you have locked so totally into that
4828.940	4833.020	because it is such the sort of founding
4831.580	4835.060	the generative thinking for a lot of
4833.020	4839.190	people this question is from Bob
4835.060	4842.619	co-packer do you think Katrina or the
4839.190	4848.770	tsunami and Sumatra were caused by one
4842.619	4851.139	pixel mistakes by which mistake well in
4848.770	4854.080	the cellular automata where this this
4851.139	4855.639	was the sort of butterfly effect theory
4854.080	4857.860	wasn't it you know this this was the
4855.639	4861.130	idea of chaos theory that you know a
4857.860	4862.469	tiny tiny piece of behavior in some part
4861.130	4864.849	of the universe would eventually
4862.469	4867.670	compound into something huge in another
4864.849	4870.389	part but that's what restart is for us
4867.670	4870.389	when that happen
4870.810	4875.320	that actually brings up an interesting
4872.560	4877.810	point because there is a big difference
4875.320	4880.090	between weather and climate mm-hmm you
4877.810	4881.830	know so chaos theory does operate at the
4880.090	4883.030	level of weather where small
4881.830	4885.940	perturbations the atmosphere could
4883.030	4888.969	possibly create a storm system but in
4885.940	4890.590	terms of climatic changes which you know
4888.969	4893.889	as the oceans get warmer or sea levels
4890.590	4896.800	rise those over statistical periods of
4893.889	4899.800	time are probably much more stable and
4896.800	4901.060	much less random than we might think so
4899.800	4903.040	the you know probability of bad
4901.060	4904.480	hurricanes occurring is most certainly
4903.040	4907.300	going to go up over time if the oceans
4904.480	4909.489	warm that's a certainty really but the
4907.300	4911.830	fundamentalist chaos theoreticians would
4909.489	4914.469	say yeah but climate only got that way
4911.830	4916.440	because some butterfly many many many
4914.469	4919.659	millions of years ago flapped its wings
4916.440	4923.069	yeah I don't personally believe this so
4919.659	4926.789	I think thing
4923.069	4929.849	and it's unrelated by very elaborate but
4926.789	4932.369	yet almost glacial processes you know
4929.849	4934.859	very with a lot of inertia to them that
4932.369	4936.479	I think that a hurricane could possibly
4934.859	4938.729	be created by some small local
4936.479	4939.869	perturbation but in terms of climate in
4938.729	4941.579	terms of the frequency of really bad
4939.869	4944.699	hurricanes occurring over the next 10
4941.579	4946.589	years that is most certainly a probably
4944.699	4949.189	a long term trend you know based upon
4946.589	4951.989	very deep cycles of the carbon cycle and
4949.189	4953.249	things of that nature I did a game while
4951.989	4954.449	back simearth which is actually
4953.249	4956.010	simulating a lot of these cycles and it
4954.449	4959.129	was actually interesting how many of
4956.010	4960.179	them were related across disciplines so
4959.129	4961.409	you had certain people up here studying
4960.179	4964.559	the weather other people studying
4961.409	4965.879	geology other people studying the ocean
4964.559	4967.379	but all these things are tightly
4965.879	4968.549	interconnected and we're just now
4967.379	4972.359	starting to realize how interconnected
4968.549	4973.889	they they are yeah a couple of specific
4972.359	4976.979	questions for each of you one from Brian
4973.889	4978.899	good for Brian you know did you utilize
4976.979	4984.229	generative systems when producing you
4978.899	4986.369	two albums in in some ways I do use
4984.229	4990.739	generative systems in that I sometimes
4986.369	4993.510	come up with sets of rules for people so
4990.739	4994.919	if there's a sort of creative impassive
4993.510	4997.169	cause if things are going fine you don't
4994.919	5000.109	need rules good things are going and
4997.169	5002.659	fine but very often you know things hit
5000.109	5004.459	a wall and nobody quite knows what to do
5002.659	5006.019	and when you don't quite know what to do
5004.459	5009.679	what you normally do is fall back on
5006.019	5013.369	your habits so I often think of ways of
5009.679	5014.899	breaking habits like getting people to
5013.369	5017.629	switch instruments for instance or
5014.899	5019.280	getting people only to use a small part
5017.629	5021.530	of the range of their instrument you
5019.280	5025.429	know play the guitar only on those top
5021.530	5027.939	frets or getting into role playing for
5025.429	5033.379	example them when I was working with
5027.939	5036.049	Bowie on one record we did I wrote some
5033.379	5039.739	sort of scenarios but clubs of the
5036.049	5042.499	future for the year 2015 so I I invented
5039.739	5045.709	this club on the outskirts of Tripoli
5042.499	5047.479	and invented a kind of music that they
5045.709	5050.539	played I described the kind of music
5047.479	5053.869	that was played there sort of as sort of
5050.539	5054.910	post techno African rye or something
5053.869	5058.480	like
5054.910	5059.860	and then invented the kinds of
5058.480	5062.170	instruments that they would have and
5059.860	5064.840	what sort of personalities the players
5062.170	5067.030	have and so it's like a role-playing
5064.840	5069.910	game actually but the result of it was
5067.030	5072.250	music so so we tried to occupy those
5069.910	5074.470	roles and you imagine that there are
5072.250	5076.450	instruments were those instruments and
5074.470	5078.640	try to get them to make the kind of
5076.450	5080.800	sounds those instruments would make so
5078.640	5083.310	those kinds of things that I think very
5080.800	5085.420	very useful even if they don't
5083.310	5087.610	specifically produce pieces of music
5085.420	5091.450	that you use though they sometimes do
5087.610	5093.580	what they really do is break habits and
5091.450	5097.330	sort of open you up to new ways of
5093.580	5099.100	listening and doing things I work more
5097.330	5101.710	and more that way with musicians these
5099.100	5104.080	days try to just think of new ways of
5101.710	5105.040	starting to think about making music so
5104.080	5107.170	it's kind of like you're stuck in a
5105.040	5108.730	creative local Maxima and you want to
5107.170	5110.890	knock yourself off that Maxima through
5108.730	5113.500	some strange process to try to find
5110.890	5115.780	another one exactly yes it's it works
5113.500	5117.700	especially well with people who've who
5115.780	5120.010	have worked together for a very long
5117.700	5122.080	time and if people have worked together
5120.010	5124.180	for a very long time they have one great
5122.080	5126.040	strengths which is that they're quite
5124.180	5128.230	telepathic but they have one great
5126.040	5131.650	weakness too which is that they're very
5128.230	5134.800	often over diplomatic in that you know
5131.650	5137.680	because in order to keep the group's
5134.800	5139.270	solid and happy nobody really wants to
5137.680	5142.000	say to the guitar player who's just
5139.270	5146.920	spent four days on one part it's not
5142.000	5149.290	very good but in a role-playing
5146.920	5151.270	situation you can actually because
5149.290	5153.820	you're not you're not that person any
5151.270	5155.500	longer you're you'll know no you're now
5153.820	5157.120	this new character who always says
5155.500	5160.840	things like that yeah do you see what I
5157.120	5164.260	mean well a couple of questions for you
5160.840	5167.040	before have parasites every complex
5164.260	5168.460	ecology is mostly parasites about Spore
5167.040	5171.940	I'm sorry
5168.460	5175.060	it's a Spore have parasites not overtly
5171.940	5176.380	you know again that's an avenue we could
5175.060	5178.990	have gone down that would have involved
5176.380	5181.480	a great deal of confusion on the players
5178.990	5184.360	part we want to keep things you know
5181.480	5186.040	very high correspondence between what
5184.360	5187.410	they create in the editors and the
5186.040	5189.300	results they get into the game
5187.410	5190.470	if you get into things like parasites if
5189.300	5191.670	I design this great creature and I
5190.470	5194.220	painted it all up and also need eyes
5191.670	5197.400	have a cold you know it it works for war
5194.220	5199.050	the world's is the punch line but there
5197.400	5201.660	are a lot of things that when we do game
5199.050	5203.820	design we either break reality or
5201.660	5205.440	conveniently ignore aspects of it
5203.820	5206.910	because we're trying to engineer a
5205.440	5209.880	certain experience on the part of the
5206.910	5211.140	player right so games are not about you
5209.880	5212.820	know put everything into them that you
5211.140	5215.370	possibly can in fact really the hard
5212.820	5216.930	part is a designer of games is deciding
5215.370	5218.850	how much stuff can we possibly remove
5216.930	5220.830	and still maintain their core experience
5218.850	5222.600	one of my favorite quotes
5220.830	5224.340	there's about Japanese gardening and
5222.600	5226.140	it's that your garden is not complete
5224.340	5228.750	until there's nothing else which you can
5226.140	5230.610	remove and I think you know for me
5228.750	5232.710	that's very much design you know what is
5230.610	5234.300	the simplest smallest thing that you can
5232.710	5236.700	put together that achieves the design
5234.300	5239.580	goal yeah I think about music that very
5236.700	5242.430	often the same way and I start off
5239.580	5245.520	painting so putting everything on and
5242.430	5249.360	then I end up sculpting cutting cutting
5245.520	5251.220	stuff out it's Laurie Anderson's album
5249.360	5253.410	in a big way took all the music off it
5251.220	5255.360	oh that's right yes so yes when I was
5253.410	5259.200	working on that album when we came to
5255.360	5261.210	mixing yeah I got I worked out a
5259.200	5263.970	procedure for mixing and I cuz I loved
5261.210	5266.250	her voice so much I thought I'm going to
5263.970	5268.320	start every mix just with her voice and
5266.250	5270.510	I'm gonna see how long I can listen just
5268.320	5272.820	to her voice before I want anything else
5270.510	5274.380	to happen now I have a very high
5272.820	5276.000	tolerance for her voice so I probably
5274.380	5279.420	would have never put another instrument
5276.000	5281.670	on if only been down to me that with
5279.420	5284.870	advice I would gradually bring other
5281.670	5287.760	instruments in hmm okay another question
5284.870	5291.690	here we come back to reality from Jessie
5287.760	5294.900	Cohen sharp do you this is for will do
5291.690	5298.080	you see physical reality virtual reality
5294.900	5299.910	and gaming merging in the future if so
5298.080	5300.180	how while you're pondering your answer
5299.910	5302.790	to that
5300.180	5306.240	Vernor bingo has this answer out a brand
5302.790	5309.480	new science fiction book set in 2025
5306.240	5313.020	called rainbows end which plays out this
5309.480	5314.790	very question in exquisite detail but
5313.020	5316.360	will you probably have another sense of
5314.790	5318.429	how the interaction might work
5316.360	5320.290	well I think they are merge right now
5318.429	5323.260	because I think you see things happening
5320.290	5325.570	you know in when I call cyberspace or
5323.260	5327.670	you know over the net that very
5325.570	5329.349	definitely impact you know the real
5327.670	5331.270	world in fact you know our perceptions
5329.349	5332.920	have changed as resulting these
5331.270	5334.300	technologies the computers turned out to
5332.920	5337.300	be more of a communication tool than a
5334.300	5339.309	computational tool so I think in a very
5337.300	5341.619	real sense they are merged I think even
5339.309	5343.630	in things like online games you have
5341.619	5344.500	real communities of people forming real
5343.630	5346.000	relationships
5344.500	5347.619	you know and a lot of them you actually
5346.000	5350.110	ending up meeting getting married or
5347.619	5352.239	whatever so these are definitely areas
5350.110	5353.710	where socialization is occurring where
5352.239	5355.780	communities real communities are forming
5353.710	5358.690	even though they happen to be online so
5355.780	5361.840	I would say this is one of the kind of
5358.690	5364.119	most rapid transformative experiences
5361.840	5366.040	that our culture has gone through in
5364.119	5367.210	history you know in fact the internet
5366.040	5371.020	you know it's Kevin Kelley pointed out
5367.210	5372.010	is 10 years old is astounding you know
5371.020	5373.900	when you think about how its impacted
5372.010	5376.570	our world you know in 10 years that
5373.900	5380.380	we've come to rely and so much of what
5376.570	5381.610	we do is moved into this medium that yes
5380.380	5385.659	I think they are very much connected
5381.610	5388.650	already you'll be in the thick of it is
5385.659	5390.190	good or heading toward a big finisher so
5388.650	5392.590	9 o'clock
5390.190	5394.150	Roger Lynn asked some both of you what
5392.590	5398.380	did you really want to talk about but
5394.150	5400.570	nobody asked or another version of that
5398.380	5403.659	is what did you really want to ask the
5400.570	5406.110	other person on the stage but we did
5403.659	5410.770	have we did have an idea actually that
5406.110	5412.889	well that we might talk about what
5410.770	5415.059	happens to people when they play games
5412.889	5416.920	he was going to talk about that and I
5415.059	5418.630	was going to talk about what happened to
5416.920	5422.010	people when they engage in culture
5418.630	5424.420	generally but that's a long story I mean
5422.010	5427.030	that's too long stories you guys to see
5424.420	5428.290	long stories yes so I think the culture
5427.030	5431.889	and work back to the game I'll bet you
5428.290	5437.159	can do a short version yeah start with
5431.889	5437.159	culture ok ok
5438.619	5444.929	my definition of culture which I've used
5441.960	5448.349	for quite a few years now is culture is
5444.929	5451.409	everything you don't have to do so you
5448.349	5453.749	have to wear clothes at least in this
5451.409	5456.479	climate you do but you don't have to
5453.749	5459.499	wear these particular clothes we could
5456.479	5461.909	all just wear sacks actually couldn't we
5459.499	5464.190	you have to eat that you don't have to
5461.909	5467.070	develop complex and beautiful cuisines
5464.190	5470.340	so so there's a layer of things we have
5467.070	5472.829	to do otherwise we wouldn't survive and
5470.340	5476.909	then there's a huge layer on top of that
5472.829	5478.559	which is stylistic essentially and we
5476.909	5481.590	spend a lot of our time thinking about
5478.559	5483.329	that stylistic layer so I started asking
5481.590	5486.179	myself since that's the layer that I
5483.329	5488.010	make my living in a long time ago why
5486.179	5491.820	are we so interested in that what are we
5488.010	5497.999	doing when we engage in stylistic play
5491.820	5500.599	like that and I think it's a to cut very
5497.999	5503.579	quickly to the end of this one our
5500.599	5506.699	explanation I think what's really going
5503.579	5510.570	on is that we are engaging in some kind
5506.699	5512.789	of simulation activity so when we look
5510.570	5516.150	at stylistic things we're very sensitive
5512.789	5517.920	to what's different in one hairstyle for
5516.150	5519.739	example than another and we're very
5517.920	5522.749	sensitive to what those differences
5519.739	5524.969	implied to us you know he's got a rather
5522.749	5526.979	feminine hairstyle he looks really gay
5524.969	5530.280	he looks very masculine
5526.979	5533.849	he looks this she looks that and we we
5530.280	5535.170	read these cues from hairstyles quite
5533.849	5538.940	without thinking about it and we make
5535.170	5538.940	choices about our own well
5540.820	5546.700	and so what we're doing always I think
5543.490	5550.990	is when we see any stylistic object
5546.700	5553.240	where we're seeing in that a little tiny
5550.990	5556.270	microcosm of some kind a little set of
5553.240	5558.190	implications about a world picture and
5556.270	5560.980	that you know you can see how that's
5558.190	5563.280	clearly the case in a novel but I think
5560.980	5567.100	it's also the case in an earring or in a
5563.280	5569.980	cupcake a decorated cake you know
5567.100	5572.830	so I think what we're doing then is
5569.980	5577.090	we're constantly looking at these things
5572.830	5579.550	to imagine what would that kind of world
5577.090	5581.230	be like what would it be like to be that
5579.550	5584.260	kind of person who wears that kind of
5581.230	5586.780	hair what would it be like to like that
5584.260	5589.120	kind of picture and I think we we do
5586.780	5590.680	this at sort of some levels of remove we
5589.120	5593.140	watch ourselves doing it we watch
5590.680	5595.720	ourselves surrendering to objects of
5593.140	5598.000	culture because we can surrender to them
5595.720	5600.520	because they don't hurt us essentially
5598.000	5602.920	that's the the best thing about art is
5600.520	5605.410	that it isn't life you can switch it off
5602.920	5607.270	or walk out walk away from it so
5605.410	5610.360	therefore you can surrender to it as
5607.270	5612.790	well and the the act of surrendering to
5610.360	5615.880	something is really the act of for a
5612.790	5617.500	little while agreeing to live in that
5615.880	5621.220	particular world with its particular
5617.500	5624.690	values and seeing what it's like and I
5621.220	5627.010	think this is because the strongest
5624.690	5629.020	difference between humans and other
5627.010	5631.300	creatures is that we're capable of
5629.020	5634.260	imagining and that's exactly what
5631.300	5637.180	imagining is imagining is the process of
5634.260	5640.270	imaginative thinking what else it could
5637.180	5642.220	be like how else things could be and we
5640.270	5645.070	practice that all the time I think with
5642.220	5647.830	with objects of culture that's a very
5645.070	5650.240	poor explanation really but I can make
5647.830	5653.560	it much better if I had longer
5650.240	5657.500	[Applause]
5653.560	5657.890	that was excellent what was the other
5657.500	5660.380	question
5657.890	5663.140	this is this is dueling intellectual
5660.380	5665.810	where does that connect with games both
5663.140	5668.420	of you well actually I think I think of
5665.810	5670.280	games and play and actually a quite a
5668.420	5673.910	bit of overlap with your answer in that
5670.280	5675.710	I see these as tools that we use for
5673.910	5677.960	first of all perceiving the world in
5675.710	5679.460	building models in our head you know in
5677.960	5681.200	fact when we do these computer models
5679.460	5682.340	those aren't the real models we're
5681.200	5684.080	building the real models were building
5682.340	5686.570	are in the players head the computer
5684.080	5689.780	game is just a compiler for that mental
5686.570	5691.640	model in the player and you know we have
5689.780	5693.110	this ability as humans to build these
5691.640	5696.710	fairly elaborate models in our
5693.110	5699.050	imagination and you know the process of
5696.710	5701.870	play is the process of pushing against
5699.050	5703.460	reality constructing a model refining
5701.870	5704.740	the model by looking at the results of
5703.460	5707.240	us pushing and interacting with things
5704.740	5709.610	you know one of the probably chief
5707.240	5711.860	aspects of our survival as we became a
5709.610	5714.830	social species it was not just modeling
5711.860	5716.630	the world around us nature but modeling
5714.830	5718.070	other humans you know which in fact were
5716.630	5719.720	probably the most complex things we were
5718.070	5721.130	interacting with you know we probably
5719.720	5723.950	learned things about the seasons and
5721.130	5725.420	about the Predators in a much simpler
5723.950	5728.090	level than the complexity of other
5725.420	5730.640	humans and so that's what we started I
5728.090	5732.890	think developing this deep ability of
5730.640	5734.180	empathy to look at another person to get
5732.890	5735.740	a sense of their motivations their
5734.180	5738.920	feelings what they're likely to do next
5735.740	5741.830	and I think that became the basis of
5738.920	5743.930	what we call storytelling so as I'm
5741.830	5745.970	watching a movie or reading a book I can
5743.930	5747.320	imagine myself as that actor on screen
5745.970	5750.250	in fact that actor is really just an
5747.320	5752.270	elaborate simulation of a real person
5750.250	5754.370	experiencing those emotions having those
5752.270	5756.500	motivations that we can displace
5754.370	5758.030	ourselves into temporarily and
5756.500	5759.050	understand what it would feel like you
5758.030	5760.010	know just like you were saying we're
5759.050	5761.720	looking other people what would it be
5760.010	5764.590	like to be that person yeah that's an
5761.720	5768.620	amazing human ability almost like a
5764.590	5770.630	psychic in its level of you know detail
5768.620	5772.190	you know I could look at another person
5770.630	5773.210	just with a glance and get a sense of
5772.190	5775.310	kind of what they're thinking what
5773.210	5777.800	they're about to do so I think
5775.310	5780.940	storytelling basically was built upon
5777.800	5783.020	that empathic circuit and I think play
5780.940	5784.870	which is probably the other major
5783.020	5787.750	educational technology
5784.870	5790.000	that evolution developed was based upon
5787.750	5791.590	the idea of agency but in fact I can
5790.000	5793.840	touch the world interact and observe the
5791.590	5795.220	results and start building models of
5793.840	5796.990	that world so I think a lot of our
5795.220	5799.000	understanding the world and the way we
5796.990	5800.800	perceive it is through those two avenues
5799.000	5802.930	you know and one is pretty much the
5800.800	5805.180	domain of playing interaction and the
5802.930	5807.340	other one is more the domain of linear
5805.180	5808.230	storytelling and transferring experience
5807.340	5811.000	across time
5808.230	5814.360	why does play the common verb here
5811.000	5816.430	playing music playing games that's a
5814.360	5818.890	good question why is play the common
5816.430	5821.980	verb you play music you play games yes
5818.890	5826.000	yes and it is in most languages as well
5821.980	5829.270	really it's not just in English yeah yes
5826.000	5830.830	I don't know it's makes perfect sense in
5829.270	5833.400	a way that it should be no that one is
5830.830	5835.930	what is exploring
5833.400	5838.630	exploring a territory called music just
5835.930	5840.610	as one explores a a game it's almost
5838.630	5843.580	like play is a word that was designed
5840.610	5844.690	not to be precise mm-hmm you know
5843.580	5846.100	because we fight there's so many
5844.690	5848.680	different things yeah it's almost the
5846.100	5851.080	whole purpose of that word is to cast an
5848.680	5853.450	umbrella over activities that we do not
5851.080	5854.590	want to be overly specific about yeah
5853.450	5857.920	and leave a certain amount of creative
5854.590	5861.460	latitude to its interpretation yeah you
5857.920	5864.130	guys know the book Homo Lord ins homo
5861.460	5867.430	Luden's by yeah yeah
5864.130	5869.440	you've live it keep living it you guys
5867.430	5871.450	are phenomenally generative this has
5869.440	5874.540	been a I suspect generative evening or
5871.450	5876.670	there are any final admonishments or
5874.540	5878.770	statements you'd like to send us out
5876.670	5881.020	with well I must say I thoroughly
5878.770	5882.510	enjoyed it and thank you for very
5881.020	5885.310	interesting questions from the audience
5882.510	5889.330	really all good questions weren't they
5885.310	5891.700	yeah they were hard yes sir thank you
5889.330	5895.270	very much and thank you as well I yeah I
5891.700	5898.480	think Brian to give us some music and
5895.270	5900.500	we'll process out of here thank you okay
5898.480	5902.800	[Applause]
5900.500	5905.940	[Music]
5902.800	5914.180	[Applause]
5905.940	5914.180	[Music]
5917.860	5919.920	you
